,,,,,,,,,
nummer_instelling,naam instelling,adres,fusiegemeente,postnummer,Gewoon kleuteronderwijs,Gewoon lager onderwijs,Buitengewoon kleuteronderwijs,Buitengewoon lager onderwijs,Totaal
2931,GO! basisschool De Bijenkorf Sint-Gillis-Dendermonde,Koning Albertstraat 45   ,Dendermonde,9200,161,225,,,386
2949,GO! basisschool Buggenhout,Vierhuizen 19   ,Buggenhout,9255,61,85,,,146
2956,GO! basisschool 't Konkelgoed Lebbeke,Centrumstraat 24   ,Lebbeke,9280,84,107,,,191
2964,GO! basisschool Faluintjes Moorsel,Leirekenstraat 11   ,Aalst,9310,49,67,,,116
2972,GO! basisschool Ninove,Kaaischoolstraat 4    ,Ninove,9400,105,188,,,293
2981,GO! basisschool Meerbeke,Kapellestraat 2    ,Ninove,9402,75,136,,,211
3004,GO! basisschool L.P.Boon Erembodegem,Leuvestraat 37   ,Aalst,9320,77,84,,,161
3012,GO! basisschool De Krekel Haaltert,Kattestraat 22   ,Haaltert,9450,108,142,,,250
3021,GO! basisschool Denderleeuw,De Nayerstraat 11_A ,Denderleeuw,9470,166,293,,,459
3038,GO! basisschool Molenveld Denderhoutem,Molenstraat 33   ,Haaltert,9450,74,91,,,165
3046,GO! basisschool Centrum Geraardsbergen,Buizemontstraat 70   ,Geraardsbergen,9500,112,192,,,304
3053,GO! basisschool Dender Geraardsbergen,Sasweg z/n  ,Geraardsbergen,9500,180,342,,,522
3061,GO! basisschool Hofkouter Sint-Lievens-Houtem,Schoolstraat 4    ,Sint-Lievens-Houtem,9520,130,136,,,266
3079,GO! basisschool De Vierwegen Herzele,Stationsstraat 8    ,Herzele,9550,39,96,,,135
3087,GO! basisschool Klim Op Zandbergen,Jan De Coomanstraat 35   ,Geraardsbergen,9506,105,142,,,247
3095,GO! basisschool Dr. O. Decroly avec sect. fr. Ronse,Koningin Astridplein 1    ,Ronse,9600,77,502,,,579
3103,GO! basisschool Atheneum Zottegem,Meerlaan 27   ,Zottegem,9620,81,157,,,238
3111,GO! basisschool Graaf Van Egmont Zottegem,Lyceumstraat 12   ,Zottegem,9620,129,215,,,344
3129,GO! basisschool De Zonnewijzer Zwalm,Zwalmlaan 3    ,Zwalm,9630,74,124,,,198
3137,GO! basisschool De Rijdtmeersen Brakel,Kasteelstraat 32   ,Brakel,9660,101,177,,,278
3145,GO! basisschool Omer Wattez Schorisse,Schoolstraat 2    ,Maarkedal,9688,69,119,,,188
3152,GO! basisschool Abraham Hans Oudenaarde,Aalststraat 180  ,Oudenaarde,9700,162,253,,,415
3161,GO! basisschool De Kleine Prins De Pinte,Kasteellaan 1    ,De Pinte,9840,65,111,,,176
3178,GO! basisschool School van Morgen Nazareth,Stropstraat 21   ,Nazareth,9810,46,71,,,117
3194,GO! basisschool De Keimolen Kruishoutem,Olsensesteenweg 2    ,Kruishoutem,9770,108,137,,,245
3211,GO! basisschool Erasmus Deinze,Volhardingslaan 5    ,Deinze,9800,127,212,,,339
3228,GO! basisschool Mijlpaal Drongen,Groenewandeling 80   ,Gent,9031,114,185,,,299
3244,GO! basisschool De Beuk Aalter,Stationsstraat 128  ,Aalter,9880,90,153,,,243
3251,GO! basisschool Het Klavertje Vier Knesselare,Aalterseweg 1    ,Knesselare,9910,92,90,,,182
3269,GO! basisschool Eeklo,Eikelstraat 41_B ,Eeklo,9900,141,164,,,305
3277,GO! basisschool De Wijze Eik Mariakerke,Eeklostraat 121  ,Gent,9030,313,445,,,758
3285,GO! basisschool De Zandloper Zomergem,Zandstraat 25_A ,Zomergem,9930,88,135,,,223
3293,GO! basisschool De Driesprong,Mevrouw Courtmanslaan 80   ,Maldegem,9990,150,216,,,366
3301,GO! medisch pedagogisch instituut Heemschool Neder-over-Heembeek,Koning Albertlaan 181  ,Brussel,1120,,,34,90,124
3319,GO! basisschool voor buitengewoon onderwijs Lentekind Lennik,Karel Keymolenstraat 35_  ,Lennik,1750,,,,178,178
3327,GO! basisschool voor buitengewoon onderwijs De Eekhoorn Wemmel,Is. Meyskensstraat 75   ,Wemmel,1780,,,,214,214
3335,GO! basisschool voor buitengewoon onderwijs Wilgenduin Kalmthout,Vogelenzangstraat 115  ,Kalmthout,2920,,,25,334,359
3343,GO! medisch pedagogisch instituut Zonnebos 's-Gravenwezel,Moerstraat 50_1 ,Schilde,2970,,,49,152,201
3368,GO! medisch pedagogisch instituut De Mast Kasterlee,Pater Damiaanstraat 10   ,Kasterlee,2460,,,79,533,612
3384,GO! basisschool voor buitengewoon onderwijs Groenlaar Reet,Predikherenhoevestraat 31   ,Rumst,2840,,,48,492,540
3392,GO! medisch pedagogisch instituut Sint-Niklaas,Eekhoornstraat 1    ,Sint-Niklaas,9100,,,31,167,198
3401,GO! basisschool voor buitengewoon onderwijs Woudlucht Heverlee,Prosperdreef 3    ,Leuven,3001,,,28,418,446
3426,GO! basisschool voor buitengewoon onderwijs De Bloesem Sint-Truiden,Halmaalweg 31   ,Sint-Truiden,3800,,,14,169,183
3434,GO! basisschool voor buitengewoon onderwijs Heideland Zolder,Westlaan 191  ,Heusden-Zolder,3550,,,18,57,75
3442,GO! medisch pedagogisch instituut De Luchtballon Genk,Richter 25   ,Genk,3600,,,17,124,141
3459,GO! basisschool voor buitengewoon onderwijs 't Kreeftje Maasmechelen,Bosweg 71   ,Maasmechelen,3630,,,,90,90
3467,GO! medisch pedagogisch instituut De Dageraad Kortessem,Tapstraat 12   ,Kortessem,3720,,,14,160,174
3475,GO! medisch pedagogisch instituut Zonneweelde Lommel,Speelpleinstraat 75   ,Lommel,3920,,,31,117,148
3491,GO! medisch pedagogisch instituut Westhoek Koksijde,Pylyserlaan 132  ,Koksijde,8670,,,9,228,237
3509,GO! medisch pedagogisch instituut De Kaproenen Sint-Michiels,Kaproenenhof 32   ,Brugge,8200,,,10,172,182
3517,GO! medisch pedagogisch instituut De Bevertjes Oedelem,Beernemstraat 4    ,Beernem,8730,,,23,56,79
3525,GO! medisch pedagogisch instituut De Vloedlijn Oostende,Maurits Sabbestraat 2    ,Oostende,8400,,,25,247,272
3558,GO! medisch pedagogisch instituut Pottelberg Kortrijk,Pottelberg 5    ,Kortrijk,8500,,,21,216,237
3566,GO! basisschool voor buitengewoon onderwijs De Vlier Geluwe,Guido Gezellestraat 91   ,Wervik,8940,,,27,189,216
3574,GO! medisch pedagogisch instituut Sterrenbos Rumbeke,Bornstraat 52   ,Roeselare,8800,,,36,262,298
3582,GO! medisch pedagogisch instituut De Oase Gent,Voskenslaan 362  ,Gent,9000,,,16,228,244
3591,GO! medisch pedagogisch instituut Vurstjen Evergem,Vurstjen 25   ,Evergem,9940,,,19,166,185
3608,GO! basisschool voor buitengewoon onderwijs Klim Op Lokeren,Krommestraat 7    ,Lokeren,9160,,,,133,133
3616,GO! basisschool voor buitengewoon onderwijs De Horizon Aalst,Molendreef 57   ,Aalst,9300,,,22,112,134
3624,GO! basisschool voor buitengewoon onderwijs De Brug Erpe,Koebrugstraat 7    ,Erpe-Mere,9420,,,,318,318
3632,GO! basisschool voor buitengewoon onderwijs De Drempel Geraardsbergen,Schillebeekstraat 20_A ,Geraardsbergen,9500,,,,145,145
3641,GO! medisch pedagogisch instituut 't Craeneveld Oudenaarde,Serpentsstraat 63   ,Oudenaarde,9700,,,15,209,224
3657,Vrije Kleuterschool,Rogier van der Weydenstraat 28   ,Brussel,1000,90,,,,90
3673,Gemeentelijke Lagere School,Groendreef 16   ,Brussel,1000,,302,,,302
3681,Vrije Basisschool -           Maria Boodschap,Vlaamsesteenweg 155  ,Brussel,1000,90,141,,,231
3699,Vrije Basisschool -           Sint-Joris,Cellebroersstraat 16   ,Brussel,1000,134,129,,,263
3707,Vrije Basisschool,Leo XIII-straat 11   ,Brussel,1120,158,182,,,340
3715,Vrije Basisschool,Dieudonné Lefèvrestraat 41   ,Brussel,1020,81,115,,,196
3756,Vrije Basisschool             Sint-Albert,Haeckstraat 61_1 ,Sint-Jans-Molenbeek,1080,57,85,,,142
3764,Gemeentelijke Lagere School - Koningin Astridschool,Mutsaardlaan 69   ,Brussel,1020,,134,,,134
3772,Gemeentelijke Basisschool -   Kakelbont,Reper-Vrevenstraat 100  ,Brussel,1020,83,128,,,211
3781,Gemeentelijke Basisschool,Verdunstraat 381  ,Brussel,1130,78,101,,,179
3798,Gemeentelijke Basisschool -   Regenboog,Ulensstraat 83   ,Sint-Jans-Molenbeek,1080,149,169,,,318
3831,Gemeentelijke Basisschool -   Sint-Joost-aan-zee,Grensstraat 67   ,Sint-Joost-ten-Node,1210,139,200,,,339
3848,Vrije Basisschool,Helmetsesteenweg 216  ,Schaarbeek,1030,85,96,,,181
3855,Vrije Basisschool,Vandenbusschestraat 36   ,Schaarbeek,1030,92,116,,,208
3863,Vrije Basisschool,Rubensstraat 108  ,Schaarbeek,1030,107,128,,,235
3871,Vrije Basisschool,Richard Vandeveldestraat 4    ,Schaarbeek,1030,82,91,,,173
3889,Vrije Basisschool,John Waterloo Wilsonstraat 21   ,Brussel,1000,63,84,,,147
3897,Vrije Basisschool,Generaal Fivéstraat 38   ,Etterbeek,1040,95,93,,,188
3905,Vrije Basisschool,Emile de Becolaan 57   ,Elsene,1050,89,122,,,211
3913,Vrije Basisschool,Montenegrostraat 21   ,Sint-Gillis,1060,87,99,,,186
3921,Vrije Kleuterschool,Paruckstraat 20   ,Sint-Jans-Molenbeek,1080,101,,,,101
3939,Vrije Basisschool,Georges Moreaustraat 104  ,Anderlecht,1070,76,84,,,160
3947,Vrije Basisschool,Itterbeekse Laan 550  ,Anderlecht,1070,69,80,,,149
3954,Vrije Basisschool,Dokter Jacobsstraat 49   ,Anderlecht,1070,64,93,,,157
3962,Gemeentelijke Basisschool,Veeweidestraat 82   ,Anderlecht,1070,89,124,,,213
3971,Gemeentelijke Basisschool,Séverineplein 1_A  ,Anderlecht,1070,105,109,,,214
3988,Gemeentelijke Basisschool,Pierre Longinstraat 1    ,Anderlecht,1070,90,132,,,222
3996,Gemeentelijke Basisschool,Wayezstraat 56   ,Anderlecht,1070,89,128,,,217
4002,Gemeentelijke Basisschool,Van Winghenstraat 1    ,Anderlecht,1070,87,106,,,193
4011,Vrije Basisschool,Adolphe Willemynsstraat 213  ,Anderlecht,1070,77,87,,,164
4028,Vrije Basisschool,Dokter Jacobsstraat 67   ,Anderlecht,1070,65,96,,,161
4036,Vrije Basisschool,Resedastraat 61   ,Anderlecht,1070,82,114,,,196
4044,Vrije Kleuterschool,Bergense Steenweg 1421 ,Anderlecht,1070,142,,,,142
4051,Vrije Basisschool,Bloeistraat 41   ,Anderlecht,1070,79,111,,,190
4069,Vrije Basisschool,Bloemkwekersstraat 128  ,Sint-Agatha-Berchem,1082,62,111,,,173
4077,Vrije Basisschool,Kerkstraat 83   ,Sint-Agatha-Berchem,1082,90,104,,,194
4101,Vrije Basisschool,Klokbloemenstraat 14   ,Sint-Jans-Molenbeek,1080,18,133,,,151
4119,Vrije Basisschool,Palokestraat 79   ,Sint-Jans-Molenbeek,1080,70,111,,,181
4127,Vrije Basisschool - Imelda,Ninoofsesteenweg 130  ,Sint-Jans-Molenbeek,1080,78,114,,,192
4135,Gemeentelijke Basisschool,Jean-Baptiste Decockstraat 54   ,Sint-Jans-Molenbeek,1080,91,119,,,210
4143,Gemeentelijke Basisschool -   Windroos,Kortrijkstraat 52   ,Sint-Jans-Molenbeek,1080,89,106,,,195
4151,Gemeentelijke Basisschool,Ninoofsesteenweg 1001 ,Sint-Jans-Molenbeek,1080,103,101,,,204
4168,Gemeentelijke Basisschool,Koning Boudewijnplein 3    ,Sint-Agatha-Berchem,1082,149,106,,,255
4176,Vrije Basisschool,Herkoliersstraat 65   ,Koekelberg,1081,69,91,,,160
4184,Gemeentelijke Basisschool -   De kadeekes,Herkoliersstraat 68   ,Koekelberg,1081,88,100,,,188
4201,Vrije Basisschool,Jean De Greefstraat 3    ,Ganshoren,1083,93,129,,,222
4218,Vrije Basisschool,Landsroemlaan 126  ,Ganshoren,1083,97,129,,,226
4226,Vrije Basisschool - Vier      Winden,Steenweg op Merchtem 9    ,Sint-Jans-Molenbeek,1080,102,93,,,195
4234,Gemeentelijke Basisschool -   Vande Borne,Dansettestraat 30   ,Jette,1090,165,95,,,260
4242,Gemeentelijke Basisschool -   Poelbos,Laarbeeklaan 110  ,Jette,1090,88,147,,,235
4259,Vrije Basisschool,Léon Theodorstraat 167  ,Jette,1090,123,297,,,420
4275,Vrije Basisschool - Sint-     Michiels,Leopold I straat 362  ,Jette,1090,86,108,,,194
4283,Vrije Basisschool,Heilig-Hartlaan 2    ,Jette,1090,119,126,,,245
4291,Gemeentelijke Basisschool,Driegatenstraat 2    ,Brussel,1120,86,96,,,182
4317,Vrije Basisschool,Beemdgrachtstraat 2    ,Brussel,1130,79,97,,,176
4325,Gemeentelijke Basisschool,Windmolenstraat 39   ,Evere,1140,108,177,,,285
4333,Vrije Basisschool,Edward Dekosterstraat 38   ,Evere,1140,58,79,,,137
4341,Vrije Basisschool             Heilig Hart van Maria,Oud-Strijderslaan 61_b ,Evere,1140,94,110,,,204
4358,Vrije Basisschool,Pater Damiaanstraat 40   ,Evere,1140,77,93,,,170
4366,Gemeentelijke Basisschool -   Stokkel,Henri Vandermaelenstraat 61   ,Sint-Pieters-Woluwe,1150,84,126,,,210
4374,Vrije Lagere School,Woluwelaan 18   ,Sint-Pieters-Woluwe,1150,,136,,,136
4382,Vrije Kleuterschool -         Mater Dei,Duizend Meterlaan 13   ,Sint-Pieters-Woluwe,1150,170,,,,170
4391,Vrije Lagere School -         Mater Dei,Luchtvaartlaan 70   ,Sint-Pieters-Woluwe,1150,,287,,,287
4416,Vrije Basisschool,Zandgroeflaan 2    ,Oudergem,1160,73,120,,,193
4432,Vrije Basisschool,St-Juliaanskerklaan 16   ,Oudergem,1160,63,82,,,145
4441,Vrije Basisschool,Jagersveld 5    ,Watermaal-Bosvoorde,1170,81,104,,,185
4457,Vrije Basisschool -           De Wemelweide,Léopold Wienerlaan 32   ,Watermaal-Bosvoorde,1170,73,105,,,178
4465,Vrije Basisschool,Baron Guillaume Van Hammestraat 20   ,Ukkel,1180,78,100,,,178
4473,Vrije Basisschool,Sint-Jobsesteenweg 608  ,Ukkel,1180,116,135,,,251
4481,Vrije Basisschool,Horzelstraat 28   ,Ukkel,1180,51,97,,,148
4499,Vrije Kleuterschool,Beeckmanstraat 99   ,Ukkel,1180,57,,,,57
4507,Gemeentelijke Basisschool -   De wereldbrug,Hallestraat 34   ,Vorst,1190,93,80,,,173
4515,Vrije Basisschool,Wijngaardstraat 22   ,Vorst,1190,69,97,,,166
4523,Vrije Basisschool,Sint-Augustinuslaan 16   ,Vorst,1190,72,88,,,160
4531,Gemeentelijke Basisschool,Heilige-Familieplein 1    ,Sint-Lambrechts-Woluwe,1200,144,113,,,257
4549,Vrije Basisschool -           Angelusinstituut,Roodebeeksteenweg 586  ,Sint-Lambrechts-Woluwe,1200,91,136,,,227
4556,Vrije Basisschool -           Voorzienigheid,Fabrystraat 40   ,Sint-Lambrechts-Woluwe,1200,88,118,,,206
4564,Vrije Basisschool,Albert Dumontlaan 1    ,Sint-Lambrechts-Woluwe,1200,73,98,,,171
4581,Gemeentelijke Kleuterschool - 't Parkske,Arkenvest 1    ,Halle,1500,65,,,,65
4606,Vrije Basisschool,Handbooghof 10   ,Halle,1500,150,277,,,427
4614,Vrije Basisschool - 1,Lenniksesteenweg 2    ,Halle,1500,76,126,,,202
4663,Gemeentelijke Basisschool -   Huizingen,A. Vaucampslaan 80   ,Beersel,1654,169,239,,,408
4671,Gemeentelijke Basisschool,Alsembergsesteenweg 569  ,Beersel,1653,76,130,,,206
4689,Gemeentelijke Basisschool -   de Klimop,Arthur Puesstraat 46_a ,Halle,1502,102,140,,,242
4697,Vrije Kleuterschool,Heerweg 75   ,Halle,1502,209,,,,209
4705,Gemeentelijke Basisschool - DeRegenboog,Steenweg Asse 162  ,Herne,1540,64,73,,,137
4713,Vrije Basisschool - De Bloesem,Kapellestraat 18   ,Herne,1540,91,169,,,260
4721,Gemeentelijke Basisschool -   Herhout,Winterkeer 54   ,Galmaarden,1570,40,74,,,114
4739,Vrije Basisschool - Sint-     Catharinacollege,Zikastraat 66   ,Geraardsbergen,9500,157,228,,,385
4747,Gemeentelijke Basisschool -   Ak'Cent Bever,Kerkhove 14   ,Bever,1547,176,253,,,429
4762,Gemeentelijke Basisschool -   Den Top,Topstraat 15   ,Sint-Pieters-Leeuw,1600,92,111,,,203
4771,Vrije Basisschool,Arthur Quintusstraat 45   ,Sint-Pieters-Leeuw,1600,107,178,,,285
4788,Vrije Basisschool,Gustave Gibonstraat 1_A  ,Sint-Pieters-Leeuw,1600,128,154,,,282
4796,Vrije Basisschool - Don Bosco,Jules Sermonstraat 15   ,Sint-Pieters-Leeuw,1600,108,194,,,302
4804,Gemeentelijke Basisschool,Schoolstraat 14   ,Sint-Pieters-Leeuw,1601,105,135,,,240
4812,Vrije Basisschool,Fabriekstraat 3    ,Sint-Pieters-Leeuw,1601,116,144,,,260
4821,Gemeentelijke Basisschool - De Wonderwijzer,Steenweg op Drogenbos 252  ,Drogenbos,1620,86,146,,,232
4838,Gemeentelijke Basisschool,Grote Baan 228  ,Drogenbos,1620,85,126,,,211
4846,Gemeentelijke Basisschool -   De Schakel,Arthur Van Dormaelstraat 2_A  ,Linkebeek,1630,79,121,,,200
4853,Vrije Lagere School,Kloosterweg 1    ,Sint-Genesius-Rode,1640,,434,,,434
4861,Vrije Basisschool,Eikenlaan 13   ,Sint-Genesius-Rode,1640,121,258,,,379
4879,Vrije Kleuterschool,Gehuchtstraat 170  ,Sint-Genesius-Rode,1640,94,,,,94
4887,Gemeentelijke Basisschool,Wauterbos 1    ,Sint-Genesius-Rode,1640,141,250,,,391
4895,Gemeentelijke Basisschool,Vredelaan 25   ,Sint-Genesius-Rode,1640,79,151,,,230
4903,Vrije Basisschool -           Lagere Oefenschool,Brusselsesteenweg 20   ,Beersel,1652,143,277,,,420
4911,Vrije Basisschool,Hoogstraat 52   ,Beersel,1650,102,153,,,255
4929,Gemeentelijke Basisschool -   Blokbos,Beerselsestraat 2    ,Beersel,1651,149,199,,,348
4937,Vrije Basisschool - Harten    Troef,Boekhoutstraat 1    ,Pepingen,1670,117,236,,,353
4961,Vrije Basisschool -           Spring in't veld,Kareelstraat 19   ,Pepingen,1674,77,62,,,139
4978,Vrije Basisschool - De Kleine Prins,Kroonstraat 40   ,Lennik,1750,96,168,,,264
4986,Gemeentelijke Basisschool -   't Rakkertje,Assesteenweg 125  ,Lennik,1750,74,88,,,162
4994,Vrije Basisschool,Schapenstraat 39   ,Lennik,1750,146,326,,,472
5017,Gemeentelijke Kleuterschool,Winnepenninckxstraat 1    ,Gooik,1755,28,,,,28
5025,Vrije Basisschool - Dorps-    school Kester,De Ham 2    ,Gooik,1755,73,138,,,211
5033,Gemeentelijke Lagere School - De Oester,Kerkplein 1    ,Gooik,1755,,108,,,108
5041,Vrije Basisschool -  De Bron,Bronnenweg 2    ,Gooik,1755,142,119,,,261
5058,Vrije Kleuterschool,Gemeenteplein 28   ,Asse,1730,178,,,,178
5066,Gemeentelijke Basisschool,Mollestraat 31   ,Asse,1730,84,275,,,359
5074,Gemeentelijke Basisschool -   Walfergem,Stevensveld 16   ,Asse,1730,171,282,,,453
5082,Vrije Basisschool,Nieuwstraat 72   ,Asse,1730,90,288,,,378
5091,Gemeentelijke Basisschool,Kasteelstraat 49   ,Asse,1730,116,147,,,263
5116,Vrije Lagere School,Kaudenaardestraat 112  ,Dilbeek,1700,,230,,,230
5124,Vrije Basisschool - Sint Alena,Spanjebergstraat 1    ,Dilbeek,1700,219,175,,,394
5132,Gemeentelijke Lagere School,Marktplein 8    ,Dilbeek,1700,,239,,,239
5141,Vrije Basisschool -           Ave-Mariabasisschool,Dorp 48   ,Sint-Pieters-Leeuw,1602,166,208,,,374
5157,Vrije Lagere School -         Broederschool Groot-Bijgaarden/Dilbeek,Hendrik Placestraat 45   ,Dilbeek,1702,,272,,,272
5165,Vrije Basisschool,Konijnenberg 2    ,Dilbeek,1702,162,264,,,426
5173,Gemeentelijke Lagere School - De Regenboog,Noorderlaan 6    ,Asse,1731,,226,,,226
5199,Vrije Kleuterschool           Het Klimmertje,Kloosterstraat 3    ,Asse,1731,185,,,,185
5231,Gemeentelijke Basisschool - De Kiem,Nieuwbaan 6    ,Ternat,1742,164,240,,,404
5249,Vrije Basisschool,Meersstraat 5    ,Ternat,1742,226,337,,,563
5256,Vrije Basisschool - 't Kla-   vertje Vier,Sint-Martinusstraat 10   ,Dilbeek,1700,92,157,,,249
5264,Vrije Kleuterschool,Brusselstraat 711  ,Dilbeek,1700,87,,,,87
5272,Gemeentelijke Lagere School,Kerkstraat 1    ,Dilbeek,1700,,172,,,172
5281,Vrije Kleuterschool,E. Eylenboschstraat 50   ,Dilbeek,1703,168,,,,168
5298,Gemeentelijke Lagere School - De Klimop,Marktstraat 25   ,Dilbeek,1703,,247,,,247
5306,Vrije Basisschool,Kapelleweide 7    ,Roosdaal,1760,115,227,,,342
5314,Gemeentelijke Basisschool -   Triangel,Brusselstraat 27   ,Roosdaal,1760,167,239,,,406
5322,Vrije Basisschool,Bosstraat 32   ,Roosdaal,1761,112,180,,,292
5348,Vrije Basisschool -  Sint     Antonius,Opperstraat 32   ,Liedekerke,1770,154,245,,,399
5355,Vrije Basisschool,St-Gabriëlstraat 152  ,Liedekerke,1770,116,216,,,332
5363,Gemeentelijke Kleuterschool - Dol-Fijn,Pamelsestraat 331  ,Liedekerke,1770,77,,,,77
5371,GO! basisschool De Regenboog Affligem,Driesstraat 9    ,Affligem,1790,85,149,,,234
5389,Vrije Basisschool,Balleistraat 20   ,Affligem,1790,100,162,,,262
5397,Vrije Basisschool,Bellestraat 4    ,Affligem,1790,194,254,,,448
5405,Vrije Basisschool II - De     Knipoog II,Hendrik Consciencestraat 25   ,Vilvoorde,1800,90,156,,,246
5439,Gemeentelijke Basisschool     - Kinderkoppen,Vlierkensstraat 49   ,Vilvoorde,1800,147,192,,,339
5447,Gemeentelijke Basisschool,Karel Trekelsstraat 30   ,Vilvoorde,1800,71,135,,,206
5454,Gemeentelijke Basisschool,Streekbaan 189  ,Vilvoorde,1800,173,157,,,330
5462,Gemeentelijke Basisschool -   't Groentje,Groenstraat 21   ,Vilvoorde,1800,162,234,,,396
5471,Gemeentelijke Basisschool -   De kastanjelaar,Perksestraat 125  ,Vilvoorde,1800,97,192,,,289
5488,Vrije Basisschool - Sint-Jozef,Groenstraat 244  ,Vilvoorde,1800,92,106,,,198
5496,Vrije Basisschool - Sint-Jozef,Kaasmarkt 38   ,Wemmel,1780,166,239,,,405
5504,Gemeentelijke Basisschool,J. Vanden Broeckstraat 29   ,Wemmel,1780,180,243,,,423
5512,Gemeentelijke Basisschool,Winkel 56   ,Wemmel,1780,251,433,,,684
5521,Gemeentelijke Basisschool,Dorpsstraat 1    ,Asse,1731,91,133,,,224
5538,Gemeentelijke Basisschool -   't Villegastje,de Villegas de Clercampstraat 85   ,Grimbergen,1853,118,169,,,287
5546,Vrije Basisschool -           Sint-Jozef,Sint-Amandsplein 31   ,Grimbergen,1853,170,173,,,343
5561,Vrije Basisschool - De        Windroos,Cornelis Peetersstraat 6    ,Machelen,1830,165,219,,,384
5595,Gemeentelijke Basisschool,Jean Deschampsstraat 19   ,Grimbergen,1850,124,146,,,270
5603,Vrije Kleuterschool -         Prinsenhof,Prinsenstraat 17   ,Grimbergen,1850,280,,,,280
5611,Vrije Lagere School -         Prinsenhof,Prinsenstraat 19   ,Grimbergen,1850,,433,,,433
5629,Gemeentelijke Basisschool -   Mozaïek,Nachtegaallaan 5    ,Grimbergen,1851,131,187,,,318
5637,Vrije Basisschool -           De ankering,Heienbeekstraat 26   ,Grimbergen,1850,55,56,,,111
5645,Gemeentelijke Basisschool -   't Mierken,Gemeentehuisstraat 1    ,Grimbergen,1852,103,154,,,257
5652,Vrije Basisschool -  Sinte    Maarten,Limbosweg 13   ,Meise,1860,204,272,,,476
5661,Gemeentelijke Basisschool -   De Leertuin,Brusselsesteenweg 71   ,Meise,1860,98,210,,,308
5686,Gemeentelijke Basisschool -   Klim Op,Jan Hammeneckerstraat 44   ,Meise,1861,67,104,,,171
5694,Gemeentelijke Basisschool,Hoogstraat 40   ,Meise,1861,117,220,,,337
5702,Vrije Lagere School - Ter     Dreef,Gasthuisstraat 21   ,Merchtem,1785,,227,,,227
5711,Gemeentelijke Basisschool -   Ten Bos,Nieuwbaan 65   ,Merchtem,1785,92,130,,,222
5728,Vrije Lagere School - Sint-   Donatus,Maurits Sacréstraat 42   ,Merchtem,1785,,135,,,135
5736,Vrije Kleuterschool,Gasthuisstraat 15   ,Merchtem,1785,265,,,,265
5744,Gemeentelijke Basisschool -   De Plataan,Stationsstraat 43   ,Merchtem,1785,168,225,,,393
5751,Vrije Basisschool,Nijverseelstraat 131  ,Opwijk,1745,73,80,,,153
5769,Vrije Basisschool,Steenweg op Vilvoorde 229  ,Opwijk,1745,100,171,,,271
5777,Vrije Basisschool             De Leertrommel,Schoolstraat 65_A ,Opwijk,1745,178,205,,,383
5785,Gemeentelijke Basisschool - De Boot,Heiveld 61   ,Opwijk,1745,180,262,,,442
5793,Gemeentelijke Basisschool,Heuvelstraat 57   ,Overijse,3090,211,249,,,460
5801,Gemeentelijke Kleuterschool - Lotharingenkruis,Patrijzenlaan 23_a ,Overijse,3090,52,,,,52
5819,Vrije Basisschool,Duisburgsesteenweg 134  ,Overijse,3090,126,162,,,288
5827,Vrije Basisschool - O.-L.-V.  Jezus-Eik,Witherendreef 25   ,Overijse,3090,100,160,,,260
5835,Vrije Basisschool,Terhulpensesteenweg 524  ,Overijse,3090,86,176,,,262
5843,Gemeentelijke Basisschool -   Jezus-Eik,Brusselsesteenweg 592  ,Overijse,3090,46,42,,,88
5851,Vrije Kleuterschool,Vereeckenstraat 82   ,Steenokkerzeel,1820,87,,,,87
5868,Gemeentelijke Basisschool,Watermolenstraat 75   ,Machelen,1831,171,224,,,395
5876,Gemeentelijke Basisschool,Desmedtstraat 52   ,Zaventem,1930,137,168,,,305
5901,Gemeentelijke Basisschool,Leuvensesteenweg 194  ,Zaventem,1932,143,151,,,294
5918,Gemeentelijke Basisschool,Hebronlaan 17   ,Kraainem,1950,175,218,,,393
